10	7.01	10.65	29.92	0.77
0	0	0	0	0
20	10.63	17.85	57.35	1.30
0	0	0	0	0
30	9.71	17.76	74.79	1.51
0	0	0	0	0
40	19.08	18.29	80.60	1.87
