# of thread	"Ext4"		"Ext4"		"Ext4"		"Ext4"
1		1684.727	 1835.733	4855.38 	107
2 		1899.127	 1925.337	5432.77 	147
5 		4412.675	 4430.433	13486.6 	300
10 		8409.472	 8292.885	25106.6 	507
20 		16192.122	 15497.721	45937 		972
30 		22683.801	 21313.332	65577.8 	1515
40		29831.279	 26710.664 	83932.9 	1941
